Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,Packets/Time,target
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,167.05259591791787,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,167.50518863506593,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,168.05544967659318,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,105,168.6112599093536,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,169.16566046963172,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,169.71867408044577,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,170.2704582679183,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,170.82365309866276,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,171.2646630697124,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,171.81515564400962,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,172.36485796250753,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,172.91366194095926,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,173.46148567431754,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,174.00953166244017,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,174.44392251202638,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,174.9900660381975,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,175.53983036633787,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,176.0797607978085,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,176.62350582703584,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,177.16655434009232,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,177.59484572388888,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,178.13620287263095,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,178.6770075757635,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,179.21631193176165,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,179.75643665609158,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,180.2953720215614,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,180.8341290266849,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,181.3705402105704,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,181.79144727459826,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,182.3270694901571,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,182.86181266010695,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,183.40096597683163,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,183.92948813007524,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,184.3508016252578,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,184.8775212750952,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,185.40878852144039,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,185.93990066030804,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,186.35113524500827,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,186.8811090571873,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,187.4094956445157,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,187.93707152646863,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,188.46383701899077,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,188.99017026831805,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,189.51656917980864,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,189.92192342275828,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,190.4473343502682,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,190.96898955280716,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,191.49235679123882,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,192.01415956736153,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,192.5360726497865,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,193.05686213012748,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,193.45599252738162,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,193.97540801449634,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,194.4940864004676,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,195.01202835340752,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,195.52896644970122,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,196.04615335660844,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,196.43964309403253,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,196.95476228323108,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,197.46933056440085,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,197.98292897525434,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,198.49667077173146,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,105,199.00899303341194,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,199.5198319018377,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,199.90890657476828,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,200.4184781170523,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,200.9290845477384,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,201.43787692521454,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,201.94707470355814,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,202.4546083412952,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,202.83709520422664,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,203.34372129914414,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,203.8495706062792,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,204.35482780010452,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,204.85943262686337,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,205.3633552187427,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,205.86634917733008,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,206.2429304920228,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,206.74476784089507,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,207.24611376193715,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,207.7467213609055,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,208.11941927805668,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,208.6181379810047,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,209.11683783855597,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,209.6153042288951,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,210.1126317950516,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,210.48127063053974,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,210.97650242142893,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,211.47248016705188,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,211.96672300034038,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,212.46089886261797,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,212.82553315360138,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,213.31806753036008,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,213.810415303345,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,214.30137362832656,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,214.79294240580427,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,215.2828360193701,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,215.77267688346805,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,216.13030668752256,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,216.619833407089,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,217.10762173918428,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,217.59485363734225,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,218.0814018348959,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,218.5669451826345,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,219.0527395312496,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,219.4055286754783,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,219.8896544553762,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,220.3726814108094,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,220.85528839356064,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,221.3382234594124,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,221.81947718274404,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,222.3011284175215,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,222.781683271902,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,223.12804596179194,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,223.6057091778013,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,224.08531360246076,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,224.5639234383728,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,225.04101276512236,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,225.5180569841394,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,225.86004206643656,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,226.33571481661357,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,226.675493021178,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,227.1500635434893,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,105,227.62337796890495,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,228.09642656704773,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,228.5692447899154,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,229.04140380964935,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,229.51283773210272,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,229.98381300844767,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,230.45419777902512,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,230.78699119314214,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,231.25650090598876,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,231.72472272761564,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,232.19279259433964,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,232.5229202839221,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,232.98902275792864,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,233.4557495032652,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,233.92078640646497,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,234.38574583036865,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,234.8504621265286,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,235.31483622892551,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,235.6392099895134,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,236.10217086152664,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,236.56411644602647,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,237.025249214494,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,237.48621418570815,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,237.94714983777357,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,238.26741945484326,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,238.7268209452515,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,239.18490278970376,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,239.6435749086046,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,240.10082550268004,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,240.5582952755177,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,241.01468547810478,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,241.33020120402765,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,241.78562094027458,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,242.24034029519837,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,242.69470371274346,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,243.15402028921866,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,243.4579009638141,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,243.91243562816553,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,244.36444759569338,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,244.68020925925742,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,245.12501879260628,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,245.57449001603692,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,246.02482737460645,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,246.4739877094506,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,246.92123915030837,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,247.3706861070901,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,247.6750589378588,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,248.12267459024605,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,248.56852149729005,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,249.01483275622087,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,249.4600031589558,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,249.90473199696902,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,250.34831886677455,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,250.79329094183046,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,251.0986654506849,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,251.53486478729943,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,251.97751308891014,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,252.41909322685555,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,252.86016866840382,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,253.15625854217535,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,253.59555814058783,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,105,254.0354865635732,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,254.18370670353943,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,254.47838459871332,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,254.91571362046182,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,255.35098754558578,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,255.78930706989897,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,256.2310402421224,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,256.6667134621649,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,257.0955615763431,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,257.3844172127803,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,257.81826575210505,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,258.2509465977633,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,258.68427862095496,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,258.96945644545906,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,259.4023654229078,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,259.68707175995996,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,260.1177776769373,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,260.5472116269731,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,260.9772358786683,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,261.2658604099794,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,261.68820241666987,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,262.11500783836,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,262.54992545230283,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,262.9706277853487,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,263.3974692473756,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,263.8232565351771,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,264.24867477572184,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,264.52631136365,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,264.950840853038,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,265.3748964698715,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,265.79840655986766,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,266.2208277755614,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,266.64419170763966,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,267.06585101144884,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,267.34518925633427,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,267.7602716988841,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,268.1808447643491,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,268.6008777202177,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,269.01986041220033,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,269.28987527819913,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,269.7089090424691,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,269.97756786766007,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,270.395052594832,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,270.81174635773056,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,271.22790526504934,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,271.64470273743376,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,272.0580704061061,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,272.47508798998973,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,272.8897029792862,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,273.16021569241144,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,273.5676712493093,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,273.98025716969255,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,274.39360377939926,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,274.8055753775149,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,275.0668693375992,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,275.4780881807521,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,275.8888558440814,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,276.30557322226826,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,276.7092627712572,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,105,277.1184962315913,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,277.5272069314816,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,277.78431396897895,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,278.19239893322856,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,278.60617004504354,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,278.8534104741217,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,279.26132277978706,1
DATA,TCP,1,2409:4056:81:9680:59f5:7b09:622d:5cf5,443,53900,1392,279.6668592026243,1
DATA,TCP,1,2405:200:161b:743::13,53900,443,92,280.07254849797283,1
